,Reviews,Ratings
180,Best Samsung phone in this price range.Good battery back up.Decent Display.Fast fingerprint sensor.Rear camera quality is good.front camera is not up to the mark.90 Hz refresh rate is good.Good user interface.updated to one ui 3.1.there are some pre installed apps which can only be disabled.sound quality is low comparing with other smartphones in same price segment.using in low screen bightness noticed screen flickering.There is no screen protector or case in the box.Takes 160 minutes for ful...READ MORE,4
181,"Amazing smartphone. Camera , battery back up , display  , are awesome 👌. It has a little bit heating problem but not at all .Amazing smartphone for students becoz I'm using as a student .😊😊.It is heavy also , this is a bad point for this smartphone. But all good . ND I'm satisfied .Delivery was also good 👍. Thanks flipkart. 😊READ MORE",4
182,This smartphone is very good in camera and battery And value for money from Samsung with clean and smooth Ui and good battery life alsoREAD MORE,5
183,First I would like to thank you Flipkart for fastest delivery and yah the delivery guy is so cooperative and helpful Samsung phones are always best in performance and this one is also affordable and awesome phoneREAD MORE,4
184,"Nice phone. We can rely on Samsung than any Chinese company like MI, Redmi, Poco, Realme, Vivo, Oppo etc.Little heavy and thick than others but best in this price range. Rear and front cameras are superb. Not has SAmoled display and you can't expect it in this price.6000 mah battery is just wow. Power packed phone.But the Charger is of 9V and there is mentioned that it is of 15V.It did justice with its price. Value for money and trust of Samsung.If you are willing for it, Go ahead 👍READ MORE",4
185,"Pros:-Battery backup is simply awesome. I got 8+ hours SOTPerformance is way better than Xiaomi and realme at this range. Bloatware free and no junk apps. Previously i was a Motorola User so i miss Moto tweaks, thats all. This gap is fulfilled by Samsung one UI. lots and lots of customisation.Samsung brand is trust. Phone is Durable and service centre are very helpfulThis is myth exynos are not good. Trust me, in real life in doesnt matter until and unless you do heavy gaming at very high...READ MORE",5
186,"Best mobile for in this price range, Battery backup is highlight. Better go with this mobile in budget category from best brand. Absolutely perfect mobile.READ MORE",5
187,"Camera is good battery is good  fingure unlock sensor is very good and fast it is very thick due to large battery this phone is not for slim phone lovers but phone is very good and price are also good , good job samsungREAD MORE",5
188,Overall it is good value of money. Everything perfect except taking about 3 and half hour to take full battery charge which is painful. Samsung should work on it.READ MORE,5
189,"According to this budget , this phone is fabulous.As in this budget we are getting 4 GB RAM and 128 GB internal memory which is quite good combination where other phones are giving 64 GB as their internal storage. Not only this we are getting also Exynos 850 processor which is a very good power efficient processor and 90Hz refresh rate which makes the phone very fast. And the camera quality is really good, its focus technology is really great. And SAMSUNG is really a very good brand as well ...READ MORE",5
190,"This phone is just wow, absolutely a best phone under 20k, got it for 14.5k on flipkart Diwali sale, phone and performance is just amazing no doubt, camera need some software improvements no lag about phone and display, 120hz display works amazingly fast, plaid pubg new age with no lag and performance issues,READ MORE",5
191,Mind blowing phone good camera good battery good performance and moreover big screen totally paisa vasul superb product must go with moto g 60READ MORE,5
192,Best phone in budget. Working very smoothly. Touch quality is awesome. Display is also very nice. Battery of the phone is very good only camera part is not so good as expected some updates are needed in camera rest all the things are the best.READ MORE,5
193,Product is worth of money. Performance of this is very smooth. I love it usually m using Motorola smart phone but this one is best.READ MORE,5
194,"Worth every penny.. Sleek design and it’s not that much heavy as it seems..  camera, battery ,screen everything is top notch…  it has a front flash.READ MORE",5
195,"Pros:Stock Android is amazing, very clean and brilliant user interfaceBattery life is good Not a hardcore gamer, but device performs well and haven't found any heating issues yetMotos gestures are fun to useRefresh rate of 120Hz can drain battery a bit but experience is very fluid and smoothCons:6000mah battery results in a heavy phoneMoto G40 fusion might be a better option as cameras aren't that much different20W charger sometimes feel quite slowConclusion:I was just sick of t...READ MORE",5
196,"1.Very Smooth user interface. 2. Gives you easily Two Days of battery backup with average use. 3. Hepatic feedback too good.4. In this price range Rear camera is Above average. Hope it should be improve in future updates. & Front camera perform very well.5. In hand feel is little bulky, it feel heavier than other phone due to its big 6000 mah battery6. Display size is very big ( 6.8 inches ) & bright.7. Voice call quality is very good & clear.8. Notification LED light is missing, but P...READ MORE",5
197,"Excellent battery life , Decent Camera , Clean UI  compact flagship experience under affordable budgetREAD MORE",4
198,"Don't believe myths...I'm use this phone ,I feel really good smart phone compare to any other smartphone like realme and readmi....This phone work smoothly and too osm..feelBattery backup too gud...bcz devery time this phone 45% and I'm use this phone in 8-9 hours till my phone battery is 15%Camera is also too good don't believe any fake comments..I want to say better than compare to realme and readmi..120fz and stock android is alos feel osm using this phone...READ MORE",5
199,"A wonderful product from Motorola, This latest launch has the best specs at the right price. Pros: 1) Massive battery backup (Check the screenshot). Mine has 56% juice left and I had charged it 2 days ago with one SIM installed and WIFI connected continuously.2) Camera is quiet good, I have only tested it indoors due to Lockdown.3) Performance is super smooth and I have kept 120hz refresh rate for screen4) Pure Android experience without bloatware and very handy MOTO tools.Cons: 1) Hu...READ MORE",5
